TrialNum,TrialNumInBlock,BlockNum,BlockMarkersOn,TrialTargetNum,TargDirID
134,34,3,0,4,2
135,35,3,0,2,2
136,36,3,0,7,2
137,37,3,0,9,2
138,38,3,0,5,2
139,39,3,0,3,2
140,40,3,0,1,2
141,41,3,0,8,2
142,42,3,0,10,2
143,43,3,0,4,2
144,44,3,0,2,2
145,45,3,0,7,2
146,46,3,0,9,2
147,47,3,0,5,2
148,48,3,0,3,2
149,49,3,0,1,2
150,50,3,0,6,2
151,1,4,0,10,2
152,2,4,0,4,2
153,3,4,0,2,2
154,4,4,0,7,2
155,5,4,0,9,2
156,6,4,0,5,2
157,7,4,0,3,2
158,8,4,0,1,2
159,9,4,0,6,2
160,10,4,0,8,2
161,11,4,0,4,2
162,12,4,0,2,2
163,13,4,0,7,2
164,14,4,0,9,2
165,15,4,0,5,2
166,16,4,0,3,2
167,17,4,0,1,2
168,18,4,0,6,2
169,19,4,0,8,2
170,20,4,0,10,2
171,21,4,0,2,2
172,22,4,0,7,2
173,23,4,0,9,2
174,24,4,0,5,2
175,25,4,0,3,2
176,26,4,0,1,2
177,27,4,0,6,2
178,28,4,0,8,2
179,29,4,0,10,2
180,30,4,0,4,2
181,31,4,0,7,2
182,32,4,0,9,2
183,33,4,0,5,2
184,34,4,0,3,2
185,35,4,0,1,2
186,36,4,0,6,2
187,37,4,0,8,2
188,38,4,0,10,2
189,39,4,0,4,2
190,40,4,0,2,2
191,41,4,0,9,2
192,42,4,0,5,2
193,43,4,0,3,2
194,44,4,0,1,2
195,45,4,0,6,2
196,46,4,0,8,2
197,47,4,0,10,2
198,48,4,0,4,2
199,49,4,0,2,2
200,50,4,0,7,2
201,1,5,0,5,1
202,2,5,0,3,1
203,3,5,0,1,1
204,4,5,0,6,1
205,5,5,0,8,1
206,6,5,0,10,1
207,7,5,0,4,1
208,8,5,0,2,1
209,9,5,0,7,1
210,10,5,0,9,1
211,11,5,0,3,1
212,12,5,0,1,1
213,13,5,0,6,1
214,14,5,0,8,1
215,15,5,0,10,1
216,16,5,0,4,1
217,17,5,0,2,1
218,18,5,0,7,1
219,19,5,0,9,1
220,20,5,0,5,1
221,21,5,0,1,1
222,22,5,0,6,1
223,23,5,0,8,1
224,24,5,0,10,1
225,25,5,0,4,1
226,26,5,0,2,1
227,27,5,0,7,1
228,28,5,0,9,1
229,29,5,0,5,1
230,30,5,0,3,1
231,31,5,0,6,1
232,32,5,0,8,1
233,33,5,0,10,1
234,34,5,0,4,1
235,35,5,0,2,1
236,36,5,0,7,1
237,37,5,0,9,1
238,38,5,0,5,1
239,39,5,0,3,1
240,40,5,0,1,1
241,41,5,0,8,1
242,42,5,0,10,1
243,43,5,0,4,1
244,44,5,0,2,1
245,45,5,0,7,1
246,46,5,0,9,1
247,47,5,0,5,1
248,48,5,0,3,1
249,49,5,0,1,1
250,50,5,0,6,1
251,1,6,0,10,1
252,2,6,0,4,1
253,3,6,0,2,1
254,4,6,0,7,1
255,5,6,0,9,1
256,6,6,0,5,1
257,7,6,0,3,1
258,8,6,0,1,1
259,9,6,0,6,1
260,10,6,0,8,1
261,11,6,0,4,1
262,12,6,0,2,1
263,13,6,0,7,1
264,14,6,0,9,1
265,15,6,0,5,1
266,16,6,0,3,1
267,17,6,0,1,1
268,18,6,0,6,1
269,19,6,0,8,1
270,20,6,0,10,1
271,21,6,0,2,1
272,22,6,0,7,1
273,23,6,0,9,1
274,24,6,0,5,1
275,25,6,0,3,1
276,26,6,0,1,1
277,27,6,0,6,1
278,28,6,0,8,1
279,29,6,0,10,1
280,30,6,0,4,1
281,31,6,0,7,1
282,32,6,0,9,1
283,33,6,0,5,1
284,34,6,0,3,1
285,35,6,0,1,1
286,36,6,0,6,1
287,37,6,0,8,1
288,38,6,0,10,1
289,39,6,0,4,1
290,40,6,0,2,1
291,41,6,0,9,1
292,42,6,0,5,1
293,43,6,0,3,1
294,44,6,0,1,1
295,45,6,0,6,1
296,46,6,0,8,1
297,47,6,0,10,1
298,48,6,0,4,1
299,49,6,0,2,1
300,50,6,0,7,1
